date,product_id,units_sold,unit_price,current_stock,lead_time_days
2024-12-25,A-101 Rice 5kg,107,420,2262,7
2024-12-26,A-101 Rice 5kg,78,420,2262,7
2024-12-27,A-101 Rice 5kg,81,420,2262,7
2024-12-28,A-101 Rice 5kg,81,420,2262,7
2024-12-29,A-101 Rice 5kg,121,420,2262,7
2024-12-30,A-101 Rice 5kg,186,420,2262,7
2024-12-31,A-101 Rice 5kg,139,420,2262,7
2025-01-01,A-101 Rice 5kg,125,420,2262,7
2025-01-02,A-101 Rice 5kg,106,420,2262,7
2025-01-03,A-101 Rice 5kg,90,420,2262,7
2025-01-04,A-101 Rice 5kg,90,420,2262,7
2025-01-05,A-101 Rice 5kg,117,420,2262,7
2025-01-06,A-101 Rice 5kg,161,420,2262,7
2025-01-07,A-101 Rice 5kg,165,420,2262,7
2025-01-08,A-101 Rice 5kg,119,420,2262,7
2025-01-09,A-101 Rice 5kg,104,420,2262,7
2025-01-10,A-101 Rice 5kg,86,420,2262,7
2025-01-11,A-101 Rice 5kg,81,420,2262,7
2025-01-12,A-101 Rice 5kg,125,420,2262,7
2025-01-13,A-101 Rice 5kg,134,420,2262,7
2025-01-14,A-101 Rice 5kg,175,420,2262,7
2025-01-15,A-101 Rice 5kg,141,420,2262,7
2025-01-16,A-101 Rice 5kg,107,420,2262,7
2025-01-17,A-101 Rice 5kg,80,420,2262,7
2025-01-18,A-101 Rice 5kg,92,420,2262,7
2025-01-19,A-101 Rice 5kg,93,420,2262,7
2025-01-20,A-101 Rice 5kg,131,420,2262,7
2025-01-21,A-101 Rice 5kg,166,420,2262,7
2025-01-22,A-101 Rice 5kg,104,420,2262,7
2025-01-23,A-101 Rice 5kg,118,420,2262,7
2025-01-24,A-101 Rice 5kg,69,420,2262,7
2025-01-25,A-101 Rice 5kg,103,420,2262,7
2025-01-26,A-101 Rice 5kg,112,420,2262,7
2025-01-27,A-101 Rice 5kg,168,420,2262,7
2025-01-28,A-101 Rice 5kg,164,420,2262,7
2025-01-29,A-101 Rice 5kg,115,420,2262,7
2025-01-30,A-101 Rice 5kg,125,420,2262,7
2025-01-31,A-101 Rice 5kg,104,420,2262,7
2025-02-01,A-101 Rice 5kg,95,420,2262,7
2025-02-02,A-101 Rice 5kg,122,420,2262,7
2025-02-03,A-101 Rice 5kg,153,420,2262,7
2025-02-04,A-101 Rice 5kg,144,420,2262,7
2025-02-05,A-101 Rice 5kg,162,420,2262,7
2025-02-06,A-101 Rice 5kg,103,420,2262,7
2025-02-07,A-101 Rice 5kg,90,420,2262,7
2025-02-08,A-101 Rice 5kg,88,420,2262,7
2025-02-09,A-101 Rice 5kg,118,420,2262,7
2025-02-10,A-101 Rice 5kg,134,420,2262,7
2025-02-11,A-101 Rice 5kg,191,420,2262,7
2025-02-12,A-101 Rice 5kg,143,420,2262,7
2025-02-13,A-101 Rice 5kg,125,420,2262,7
2025-02-14,A-101 Rice 5kg,92,420,2262,7
2025-02-15,A-101 Rice 5kg,91,420,2262,7
2025-02-16,A-101 Rice 5kg,125,420,2262,7
2025-02-17,A-101 Rice 5kg,150,420,2262,7
2025-02-18,A-101 Rice 5kg,169,420,2262,7
2025-02-19,A-101 Rice 5kg,141,420,2262,7
2025-02-20,A-101 Rice 5kg,110,420,2262,7
2025-02-21,A-101 Rice 5kg,78,420,2262,7
2025-02-22,A-101 Rice 5kg,8,420,2262,7
2025-02-23,A-101 Rice 5kg,14,420,2262,7
2025-02-24,A-101 Rice 5kg,150,420,2262,7
2025-02-25,A-101 Rice 5kg,150,420,2262,7
2025-02-26,A-101 Rice 5kg,157,420,2262,7
2025-02-27,A-101 Rice 5kg,136,420,2262,7
2025-02-28,A-101 Rice 5kg,78,420,2262,7
2025-03-01,A-101 Rice 5kg,100,420,2262,7
2025-03-02,A-101 Rice 5kg,124,420,2262,7
2025-03-03,A-101 Rice 5kg,131,420,2262,7
2025-03-04,A-101 Rice 5kg,190,420,2262,7
2025-03-05,A-101 Rice 5kg,153,420,2262,7
2025-03-06,A-101 Rice 5kg,119,420,2262,7
2025-03-07,A-101 Rice 5kg,88,420,2262,7
2025-03-08,A-101 Rice 5kg,110,420,2262,7
2025-03-09,A-101 Rice 5kg,128,420,2262,7
2025-03-10,A-101 Rice 5kg,167,420,2262,7
2025-03-11,A-101 Rice 5kg,154,420,2262,7
2025-03-12,A-101 Rice 5kg,133,420,2262,7
2025-03-13,A-101 Rice 5kg,140,420,2262,7
2025-03-14,A-101 Rice 5kg,92,420,2262,7
2025-03-15,A-101 Rice 5kg,110,420,2262,7
2025-03-16,A-101 Rice 5kg,139,420,2262,7
2025-03-17,A-101 Rice 5kg,163,420,2262,7
2025-03-18,A-101 Rice 5kg,432,420,2262,7
2025-03-19,A-101 Rice 5kg,434,420,2262,7
2025-03-20,A-101 Rice 5kg,300,420,2262,7
2025-03-21,A-101 Rice 5kg,98,420,2262,7
2025-03-22,A-101 Rice 5kg,109,420,2262,7
2025-03-23,A-101 Rice 5kg,162,420,2262,7
2025-03-24,A-101 Rice 5kg,190,420,2262,7
2025-03-25,A-101 Rice 5kg,462,420,2262,7
2025-03-26,A-101 Rice 5kg,361,420,2262,7
2025-03-27,A-101 Rice 5kg,249,420,2262,7
2025-03-28,A-101 Rice 5kg,113,420,2262,7
2025-03-29,A-101 Rice 5kg,123,420,2262,7
2025-03-30,A-101 Rice 5kg,142,420,2262,7
2025-03-31,A-101 Rice 5kg,190,420,2262,7
2025-04-01,A-101 Rice 5kg,205,420,2262,7
2025-04-02,A-101 Rice 5kg,181,420,2262,7
2025-04-03,A-101 Rice 5kg,141,420,2262,7
2025-04-04,A-101 Rice 5kg,98,420,2262,7
2025-04-05,A-101 Rice 5kg,133,420,2262,7
2025-04-06,A-101 Rice 5kg,125,420,2262,7
2025-04-07,A-101 Rice 5kg,201,420,2262,7
2025-04-08,A-101 Rice 5kg,202,420,2262,7
2025-04-09,A-101 Rice 5kg,185,420,2262,7
2025-04-10,A-101 Rice 5kg,158,420,2262,7
2025-04-11,A-101 Rice 5kg,124,420,2262,7
2025-04-12,A-101 Rice 5kg,98,420,2262,7
2025-04-13,A-101 Rice 5kg,119,420,2262,7
2025-04-14,A-101 Rice 5kg,203,420,2262,7
2025-04-15,A-101 Rice 5kg,170,420,2262,7
2025-04-16,A-101 Rice 5kg,170,420,2262,7
2025-04-17,A-101 Rice 5kg,144,420,2262,7
2025-04-18,A-101 Rice 5kg,86,420,2262,7
2025-04-19,A-101 Rice 5kg,87,420,2262,7
2025-04-20,A-101 Rice 5kg,156,420,2262,7
2025-04-21,A-101 Rice 5kg,189,420,2262,7
2025-04-22,A-101 Rice 5kg,191,420,2262,7
2025-04-23,A-101 Rice 5kg,173,420,2262,7
2025-04-24,A-101 Rice 5kg,119,420,2262,7
2025-04-25,A-101 Rice 5kg,89,420,2262,7
2025-04-26,A-101 Rice 5kg,115,420,2262,7
2025-04-27,A-101 Rice 5kg,136,420,2262,7
2025-04-28,A-101 Rice 5kg,153,420,2262,7
2025-04-29,A-101 Rice 5kg,212,420,2262,7
2025-04-30,A-101 Rice 5kg,521,420,2262,7
2025-05-01,A-101 Rice 5kg,424,420,2262,7
2025-05-02,A-101 Rice 5kg,291,420,2262,7
2025-05-03,A-101 Rice 5kg,110,420,2262,7
2025-05-04,A-101 Rice 5kg,138,420,2262,7
2025-05-05,A-101 Rice 5kg,173,420,2262,7
2025-05-06,A-101 Rice 5kg,208,420,2262,7
2025-05-07,A-101 Rice 5kg,161,420,2262,7
2025-05-08,A-101 Rice 5kg,143,420,2262,7
2025-05-09,A-101 Rice 5kg,116,420,2262,7
2025-05-10,A-101 Rice 5kg,150,420,2262,7
2025-05-11,A-101 Rice 5kg,132,420,2262,7
2025-05-12,A-101 Rice 5kg,217,420,2262,7
2025-05-13,A-101 Rice 5kg,203,420,2262,7
2025-05-14,A-101 Rice 5kg,180,420,2262,7
2025-05-15,A-101 Rice 5kg,115,420,2262,7
2025-05-16,A-101 Rice 5kg,107,420,2262,7
2025-05-17,A-101 Rice 5kg,133,420,2262,7
2025-05-18,A-101 Rice 5kg,159,420,2262,7
2025-05-19,A-101 Rice 5kg,200,420,2262,7
2025-05-20,A-101 Rice 5kg,201,420,2262,7
2025-05-21,A-101 Rice 5kg,207,420,2262,7
2025-05-22,A-101 Rice 5kg,140,420,2262,7
2025-05-23,A-101 Rice 5kg,84,420,2262,7
2025-05-24,A-101 Rice 5kg,114,420,2262,7
2025-05-25,A-101 Rice 5kg,124,420,2262,7
2025-05-26,A-101 Rice 5kg,122,420,2262,7
2025-05-27,A-101 Rice 5kg,197,420,2262,7
2025-05-28,A-101 Rice 5kg,213,420,2262,7
2025-05-29,A-101 Rice 5kg,143,420,2262,7
2025-05-30,A-101 Rice 5kg,99,420,2262,7
2025-05-31,A-101 Rice 5kg,111,420,2262,7
2025-06-01,A-101 Rice 5kg,186,420,2262,7
2025-06-02,A-101 Rice 5kg,206,420,2262,7
2025-06-03,A-101 Rice 5kg,213,420,2262,7
2025-06-04,A-101 Rice 5kg,184,420,2262,7
2025-06-05,A-101 Rice 5kg,144,420,2262,7
2025-06-06,A-101 Rice 5kg,128,420,2262,7
2025-06-07,A-101 Rice 5kg,134,420,2262,7
2025-06-08,A-101 Rice 5kg,169,420,2262,7
2025-06-09,A-101 Rice 5kg,178,420,2262,7
2025-06-10,A-101 Rice 5kg,227,420,2262,7
2025-06-11,A-101 Rice 5kg,172,420,2262,7
2025-06-12,A-101 Rice 5kg,163,420,2262,7
2025-06-13,A-101 Rice 5kg,99,420,2262,7
2025-06-14,A-101 Rice 5kg,125,420,2262,7
2025-06-15,A-101 Rice 5kg,166,420,2262,7
2025-06-16,A-101 Rice 5kg,173,420,2262,7
2025-06-17,A-101 Rice 5kg,260,420,2262,7
2025-06-18,A-101 Rice 5kg,221,420,2262,7
2025-06-19,A-101 Rice 5kg,137,420,2262,7
2025-06-20,A-101 Rice 5kg,129,420,2262,7
2025-06-21,A-101 Rice 5kg,134,420,2262,7
2025-06-22,A-101 Rice 5kg,115,420,2262,7
2025-06-23,A-101 Rice 5kg,213,420,2262,7
2025-06-24,A-101 Rice 5kg,215,420,2262,7
2025-06-25,A-101 Rice 5kg,191,420,2262,7
2025-06-26,A-101 Rice 5kg,127,420,2262,7
2025-06-27,A-101 Rice 5kg,115,420,2262,7
2025-06-28,A-101 Rice 5kg,126,420,2262,7
2025-06-29,A-101 Rice 5kg,192,420,2262,7
2025-06-30,A-101 Rice 5kg,216,420,2262,7
2025-07-01,A-101 Rice 5kg,217,420,2262,7
2025-07-02,A-101 Rice 5kg,225,420,2262,7
2025-07-03,A-101 Rice 5kg,136,420,2262,7
2025-07-04,A-101 Rice 5kg,113,420,2262,7
2025-07-05,A-101 Rice 5kg,101,420,2262,7
2025-07-06,A-101 Rice 5kg,200,420,2262,7
2025-07-07,A-101 Rice 5kg,232,420,2262,7
2025-07-08,A-101 Rice 5kg,242,420,2262,7
2025-07-09,A-101 Rice 5kg,206,420,2262,7
2025-07-10,A-101 Rice 5kg,148,420,2262,7
2025-07-11,A-101 Rice 5kg,122,420,2262,7
2025-07-12,A-101 Rice 5kg,125,420,2262,7
2025-07-13,A-101 Rice 5kg,164,420,2262,7
2025-07-14,A-101 Rice 5kg,209,420,2262,7
2025-07-15,A-101 Rice 5kg,257,420,2262,7
2025-07-16,A-101 Rice 5kg,203,420,2262,7
2025-07-17,A-101 Rice 5kg,146,420,2262,7
2025-07-18,A-101 Rice 5kg,111,420,2262,7
2025-07-19,A-101 Rice 5kg,119,420,2262,7
2025-07-20,A-101 Rice 5kg,201,420,2262,7
2025-07-21,A-101 Rice 5kg,221,420,2262,7
2025-07-22,A-101 Rice 5kg,220,420,2262,7
2025-07-23,A-101 Rice 5kg,183,420,2262,7
2025-07-24,A-101 Rice 5kg,127,420,2262,7
2025-07-25,A-101 Rice 5kg,118,420,2262,7
2025-07-26,A-101 Rice 5kg,143,420,2262,7
2025-07-27,A-101 Rice 5kg,161,420,2262,7
2025-07-28,A-101 Rice 5kg,202,420,2262,7
2025-07-29,A-101 Rice 5kg,212,420,2262,7
2025-07-30,A-101 Rice 5kg,193,420,2262,7
2025-07-31,A-101 Rice 5kg,118,420,2262,7
2025-08-01,A-101 Rice 5kg,116,420,2262,7
2025-08-02,A-101 Rice 5kg,116,420,2262,7
2025-08-03,A-101 Rice 5kg,186,420,2262,7
2025-08-04,A-101 Rice 5kg,188,420,2262,7
2025-08-05,A-101 Rice 5kg,232,420,2262,7
2025-08-06,A-101 Rice 5kg,225,420,2262,7
2025-08-07,A-101 Rice 5kg,141,420,2262,7
2025-08-08,A-101 Rice 5kg,110,420,2262,7
2025-08-09,A-101 Rice 5kg,131,420,2262,7
2025-08-10,A-101 Rice 5kg,168,420,2262,7
2025-08-11,A-101 Rice 5kg,182,420,2262,7
2025-08-12,A-101 Rice 5kg,228,420,2262,7
2025-08-13,A-101 Rice 5kg,235,420,2262,7
2025-08-14,A-101 Rice 5kg,8,420,2262,7
2025-08-15,A-101 Rice 5kg,6,420,2262,7
2025-08-16,A-101 Rice 5kg,112,420,2262,7
2025-08-17,A-101 Rice 5kg,173,420,2262,7
2025-08-18,A-101 Rice 5kg,175,420,2262,7
2025-08-19,A-101 Rice 5kg,187,420,2262,7
2025-08-20,A-101 Rice 5kg,217,420,2262,7
2025-08-21,A-101 Rice 5kg,129,420,2262,7
2025-08-22,A-101 Rice 5kg,133,420,2262,7
2025-08-23,A-101 Rice 5kg,151,420,2262,7
2025-08-24,A-101 Rice 5kg,171,420,2262,7
2025-08-25,A-101 Rice 5kg,219,420,2262,7
2025-08-26,A-101 Rice 5kg,265,420,2262,7
2025-08-27,A-101 Rice 5kg,183,420,2262,7
2025-08-28,A-101 Rice 5kg,134,420,2262,7
2025-08-29,A-101 Rice 5kg,98,420,2262,7
2025-08-30,A-101 Rice 5kg,127,420,2262,7
2025-08-31,A-101 Rice 5kg,195,420,2262,7
2025-09-01,A-101 Rice 5kg,227,420,2262,7
2025-09-02,A-101 Rice 5kg,189,420,2262,7
2025-09-03,A-101 Rice 5kg,167,420,2262,7
2025-09-04,A-101 Rice 5kg,135,420,2262,7
2025-09-05,A-101 Rice 5kg,120,420,2262,7
2025-09-06,A-101 Rice 5kg,123,420,2262,7
2025-09-07,A-101 Rice 5kg,168,420,2262,7
2025-09-08,A-101 Rice 5kg,210,420,2262,7
2025-09-09,A-101 Rice 5kg,204,420,2262,7
2025-09-10,A-101 Rice 5kg,184,420,2262,7
2025-09-11,A-101 Rice 5kg,146,420,2262,7
2025-09-12,A-101 Rice 5kg,114,420,2262,7
2025-09-13,A-101 Rice 5kg,132,420,2262,7
2025-09-14,A-101 Rice 5kg,200,420,2262,7
2025-09-15,A-101 Rice 5kg,215,420,2262,7
2025-09-16,A-101 Rice 5kg,212,420,2262,7
2025-09-17,A-101 Rice 5kg,147,420,2262,7
2025-09-18,A-101 Rice 5kg,148,420,2262,7
2025-09-19,A-101 Rice 5kg,88,420,2262,7
2025-09-20,A-101 Rice 5kg,103,420,2262,7
2025-09-21,A-101 Rice 5kg,179,420,2262,7
2025-09-22,A-101 Rice 5kg,217,420,2262,7
2025-09-23,A-101 Rice 5kg,205,420,2262,7
2025-09-24,A-101 Rice 5kg,145,420,2262,7
2025-09-25,A-101 Rice 5kg,134,420,2262,7
2025-09-26,A-101 Rice 5kg,105,420,2262,7
2025-09-27,A-101 Rice 5kg,133,420,2262,7
2025-09-28,A-101 Rice 5kg,204,420,2262,7
2025-09-29,A-101 Rice 5kg,203,420,2262,7
2025-09-30,A-101 Rice 5kg,188,420,2262,7
2025-10-01,A-101 Rice 5kg,156,420,2262,7
2025-10-02,A-101 Rice 5kg,138,420,2262,7
2025-10-03,A-101 Rice 5kg,111,420,2262,7
2025-10-04,A-101 Rice 5kg,105,420,2262,7
2025-10-05,A-101 Rice 5kg,162,420,2262,7
2025-10-06,A-101 Rice 5kg,170,420,2262,7
2025-10-07,A-101 Rice 5kg,233,420,2262,7
2025-10-08,A-101 Rice 5kg,203,420,2262,7
2025-10-09,A-101 Rice 5kg,156,420,2262,7
2025-10-10,A-101 Rice 5kg,106,420,2262,7
2025-10-11,A-101 Rice 5kg,129,420,2262,7
2025-10-12,A-101 Rice 5kg,156,420,2262,7
2025-10-13,A-101 Rice 5kg,186,420,2262,7
2025-10-14,A-101 Rice 5kg,196,420,2262,7
2025-10-15,A-101 Rice 5kg,151,420,2262,7
2025-10-16,A-101 Rice 5kg,114,420,2262,7
2025-10-17,A-101 Rice 5kg,122,420,2262,7
2025-10-18,A-101 Rice 5kg,118,420,2262,7
2025-10-19,A-101 Rice 5kg,259,420,2262,7
2025-10-20,A-101 Rice 5kg,348,420,2262,7
2025-10-21,A-101 Rice 5kg,258,420,2262,7
2025-10-22,A-101 Rice 5kg,257,420,2262,7
2025-10-23,A-101 Rice 5kg,223,420,2262,7
2025-10-24,A-101 Rice 5kg,186,420,2262,7
2025-10-25,A-101 Rice 5kg,183,420,2262,7
2025-10-26,A-101 Rice 5kg,281,420,2262,7
2025-10-27,A-101 Rice 5kg,317,420,2262,7
2025-10-28,A-101 Rice 5kg,276,420,2262,7
2025-10-29,A-101 Rice 5kg,251,420,2262,7
2025-10-30,A-101 Rice 5kg,238,420,2262,7
2025-10-31,A-101 Rice 5kg,186,420,2262,7
2025-11-01,A-101 Rice 5kg,92,420,2262,7
2025-11-02,A-101 Rice 5kg,181,420,2262,7
2025-11-03,A-101 Rice 5kg,206,420,2262,7
2025-11-04,A-101 Rice 5kg,234,420,2262,7
2025-11-05,A-101 Rice 5kg,168,420,2262,7
2025-11-06,A-101 Rice 5kg,130,420,2262,7
2025-11-07,A-101 Rice 5kg,95,420,2262,7
2025-11-08,A-101 Rice 5kg,155,420,2262,7
2025-11-09,A-101 Rice 5kg,152,420,2262,7
2025-11-10,A-101 Rice 5kg,228,420,2262,7
2025-11-11,A-101 Rice 5kg,185,420,2262,7
2025-11-12,A-101 Rice 5kg,179,420,2262,7
2025-11-13,A-101 Rice 5kg,108,420,2262,7
2025-11-14,A-101 Rice 5kg,104,420,2262,7
2025-11-15,A-101 Rice 5kg,132,420,2262,7
2025-11-16,A-101 Rice 5kg,131,420,2262,7
2025-11-17,A-101 Rice 5kg,215,420,2262,7
2025-11-18,A-101 Rice 5kg,208,420,2262,7
2025-11-19,A-101 Rice 5kg,153,420,2262,7
2025-11-20,A-101 Rice 5kg,126,420,2262,7
2025-11-21,A-101 Rice 5kg,103,420,2262,7
2025-11-22,A-101 Rice 5kg,118,420,2262,7
2025-11-23,A-101 Rice 5kg,144,420,2262,7
2025-11-24,A-101 Rice 5kg,172,420,2262,7
2025-11-25,A-101 Rice 5kg,192,420,2262,7
2025-11-26,A-101 Rice 5kg,153,420,2262,7
2025-11-27,A-101 Rice 5kg,113,420,2262,7
2025-11-28,A-101 Rice 5kg,109,420,2262,7
2025-11-29,A-101 Rice 5kg,131,420,2262,7
2025-11-30,A-101 Rice 5kg,126,420,2262,7
2025-12-01,A-101 Rice 5kg,191,420,2262,7
2025-12-02,A-101 Rice 5kg,184,420,2262,7
2025-12-03,A-101 Rice 5kg,154,420,2262,7
2025-12-04,A-101 Rice 5kg,148,420,2262,7
2025-12-05,A-101 Rice 5kg,102,420,2262,7
2025-12-06,A-101 Rice 5kg,139,420,2262,7
2025-12-07,A-101 Rice 5kg,140,420,2262,7
2025-12-08,A-101 Rice 5kg,200,420,2262,7
2025-12-09,A-101 Rice 5kg,194,420,2262,7
2025-12-10,A-101 Rice 5kg,159,420,2262,7
2025-12-11,A-101 Rice 5kg,144,420,2262,7
2025-12-12,A-101 Rice 5kg,107,420,2262,7
2025-12-13,A-101 Rice 5kg,127,420,2262,7
2025-12-14,A-101 Rice 5kg,154,420,2262,7
2025-12-15,A-101 Rice 5kg,166,420,2262,7
2025-12-16,A-101 Rice 5kg,198,420,2262,7
2025-12-17,A-101 Rice 5kg,176,420,2262,7
2025-12-18,A-101 Rice 5kg,151,420,2262,7
2025-12-19,A-101 Rice 5kg,98,420,2262,7
2025-12-20,A-101 Rice 5kg,118,420,2262,7
2025-12-21,A-101 Rice 5kg,123,420,2262,7
2025-12-22,A-101 Rice 5kg,207,420,2262,7
2025-12-23,A-101 Rice 5kg,175,420,2262,7
2025-12-24,A-101 Rice 5kg,138,420,2262,7
2025-12-25,A-101 Rice 5kg,135,420,2262,7
2025-12-26,A-101 Rice 5kg,125,420,2262,7
2025-12-27,A-101 Rice 5kg,98,420,2262,7
2025-12-28,A-101 Rice 5kg,136,420,2262,7
2025-12-29,A-101 Rice 5kg,176,420,2262,7
2025-12-30,A-101 Rice 5kg,175,420,2262,7
2025-12-31,A-101 Rice 5kg,185,420,2262,7
2026-01-01,A-101 Rice 5kg,123,420,2262,7
2026-01-02,A-101 Rice 5kg,102,420,2262,7
2026-01-03,A-101 Rice 5kg,129,420,2262,7
2026-01-04,A-101 Rice 5kg,143,420,2262,7
2026-01-05,A-101 Rice 5kg,205,420,2262,7
2026-01-06,A-101 Rice 5kg,180,420,2262,7
2026-01-07,A-101 Rice 5kg,153,420,2262,7
2026-01-08,A-101 Rice 5kg,107,420,2262,7
2026-01-09,A-101 Rice 5kg,137,420,2262,7
2026-01-10,A-101 Rice 5kg,117,420,2262,7
2026-01-11,A-101 Rice 5kg,164,420,2262,7
2026-01-12,A-101 Rice 5kg,196,420,2262,7
2026-01-13,A-101 Rice 5kg,210,420,2262,7
2026-01-14,A-101 Rice 5kg,182,420,2262,7
2026-01-15,A-101 Rice 5kg,171,420,2262,7
2026-01-16,A-101 Rice 5kg,99,420,2262,7
2026-01-17,A-101 Rice 5kg,100,420,2262,7
2026-01-18,A-101 Rice 5kg,141,420,2262,7
2026-01-19,A-101 Rice 5kg,167,420,2262,7
2026-01-20,A-101 Rice 5kg,227,420,2262,7
2026-01-21,A-101 Rice 5kg,200,420,2262,7
2026-01-22,A-101 Rice 5kg,124,420,2262,7
2026-01-23,A-101 Rice 5kg,95,420,2262,7
2026-01-24,A-101 Rice 5kg,119,420,2262,7
2026-01-25,A-101 Rice 5kg,190,420,2262,7
2026-01-26,A-101 Rice 5kg,133,420,2262,7
2026-01-27,A-101 Rice 5kg,224,420,2262,7
2026-01-28,A-101 Rice 5kg,161,420,2262,7
